date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:03:32	19122/19122	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%220a7b38b3417d11:0%22	https://www.banesconline.com/Mantis/WebSite/Images/Banesco-iconos%20latin/fonts/banesco-iconos.eot?	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/Images/Banesco-iconos%20latin/fonts/banesco-iconosd41d-2.eot	(from https://www.banesconline.com/Mantis/WebSite/Images/Banesco-iconos%20latin/StylesheetIcon.css)
22:03:33	12088/12088	---M--	200	added ('OK')	font/x-woff	etag:%220a7b38b3417d11:0%22	https://www.banesconline.com/Mantis/WebSite/Images/Banesco-iconos%20latin/fonts/banesco-iconos.woff	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/Images/Banesco-iconos%20latin/fonts/banesco-iconos-2.woff	(from https://www.banesconline.com/Mantis/WebSite/Images/Banesco-iconos%20latin/StylesheetIcon.css)
22:03:33	18932/18932	---M--	200	added ('OK')	application/octet-stream	etag:%220a7b38b3417d11:0%22	https://www.banesconline.com/Mantis/WebSite/Images/Banesco-iconos%20latin/fonts/banesco-iconos.ttf	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/Images/Banesco-iconos%20latin/fonts/banesco-iconos-2.ttf	(from https://www.banesconline.com/Mantis/WebSite/Images/Banesco-iconos%20latin/StylesheetIcon.css)
22:03:34	45600/45600	---M--	200	added ('OK')	image/svg+xml	etag:%220a7b38b3417d11:0%22	https://www.banesconline.com/Mantis/WebSite/Images/Banesco-iconos%20latin/fonts/banesco-iconos.svg	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/Images/Banesco-iconos%20latin/fonts/banesco-iconos-2.svg	(from https://www.banesconline.com/Mantis/WebSite/Images/Banesco-iconos%20latin/StylesheetIcon.css)
22:03:34	600/600	---M--	200	added ('OK')	image/gif	etag:%228ac0464494acd61:0%22	https://www.banesconline.com/Mantis/WebSite/Images/int_up.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/Images/int_up-2.gif	(from https://www.banesconline.com/Mantis/WebSite/App_Themes/TemaBanesco/TemaBanesco.css)
22:03:34	282/282	---M--	200	added ('OK')	image/png	etag:%22de4d424894acd61:0%22	https://www.banesconline.com/Mantis/WebSite/Images/arrowmenu.png	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/Images/arrowmenu-2.png	(from https://www.banesconline.com/Mantis/WebSite/App_Themes/TemaBanesco/TemaBanesco.css)
22:03:35	293/293	---M--	200	added ('OK')	image/png	etag:%221dd6414894acd61:0%22	https://www.banesconline.com/Mantis/WebSite/Images/arrowExpanded.png	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/Images/arrowExpanded-2.png	(from https://www.banesconline.com/Mantis/WebSite/App_Themes/TemaBanesco/TemaBanesco.css)
22:03:35	235/235	---M--	200	added ('OK')	image/png	etag:%220621ab28ce5d01:0%22	https://www.banesconline.com/Mantis/WebSite/Images/arrowmenuSelect.png	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/Images/arrowmenuSelect-2.png	(from https://www.banesconline.com/Mantis/WebSite/App_Themes/TemaBanesco/TemaBanesco.css)
22:03:35	294/294	---M--	200	added ('OK')	image/png	etag:%223812424894acd61:0%22	https://www.banesconline.com/Mantis/WebSite/Images/arrowmenu_hover.png	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/Images/arrowmenu_hover-2.png	(from https://www.banesconline.com/Mantis/WebSite/App_Themes/TemaBanesco/TemaBanesco.css)
22:03:36	59/59	---M--	200	added ('OK')	image/gif	etag:%2283304a4494acd61:0%22	https://www.banesconline.com/Mantis/WebSite/Images/sel_parent.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/Images/sel_parent-2.gif	(from https://www.banesconline.com/Mantis/WebSite/App_Themes/TemaBanesco/TemaBanesco.css)
22:03:36	845/845	---M--	200	added ('OK')	image/gif	etag:%22e8ed494494acd61:0%22	https://www.banesconline.com/Mantis/WebSite/Images/secondparent.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/Images/secondparent-2.gif	(from https://www.banesconline.com/Mantis/WebSite/App_Themes/TemaBanesco/TemaBanesco.css)
22:03:37	97/97	---M--	200	added ('OK')	image/gif	etag:%2225b83f4494acd61:0%22	https://www.banesconline.com/Mantis/WebSite/Images/esq_white_inf.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/Images/esq_white_inf-2.gif	(from https://www.banesconline.com/Mantis/WebSite/App_Themes/TemaBanesco/TemaBanesco.css)
22:03:37	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jan%202024%2002:03:35%20GMT	https://www.banesconline.com/Mantis/WebSite/App_Themes/TemaBanesco/Images/bottom.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/App_Themes/TemaBanesco/Images/bottom.4d.delayed	(from https://www.banesconline.com/Mantis/WebSite/App_Themes/TemaBanesco/TemaBanesco.css)
22:03:37	519/519	---M--	200	added ('OK')	image/png	etag:%22d9efb8438370d01:0%22	https://www.banesconline.com/Mantis/WebSite/Images/pagination.png	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/Images/pagination-2.png	(from https://www.banesconline.com/Mantis/WebSite/App_Themes/TemaBanesco/TemaBanesco.css)
22:03:38	883/883	---M--	200	added ('OK')	image/png	etag:%2256cc2e478370d01:0%22	https://www.banesconline.com/Mantis/WebSite/Images/img-flechas-grandes.png	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/Images/img-flechas-grandes-2.png	(from https://www.banesconline.com/Mantis/WebSite/App_Themes/TemaBanesco/TemaBanesco.css)
22:03:38	13557/13557	---M--	200	added ('OK')	text/css	etag:%220ae7151bc68d11:0%22	https://www.banesconline.com/Mantis/Website/CAU/Includes/eestilos.css	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/Website/CAU/Includes/eestilos-2.css	(from https://www.banesconline.com/Mantis/Website/CAU/Ayudas/sitio_seguro_banesconline.htm)
22:03:39	4891/4891	---M-Z	200	added ('OK')	text/css	etag:%2280892bc557bd31:0%22	https://www.banesconline.com/Mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/StylesheetIcon.css	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/StylesheetIcon-2.css	(from https://www.banesconline.com/Mantis/Website/CAU/Ayudas/sitio_seguro_banesconline.htm)
22:03:39	5255/5255	---M--	200	added ('OK')	image/gif	etag:%22b4151b260c2d81:0%22	https://www.banesconline.com/Mantis/Website/CAU/Imagenes/candado_seguridad.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/Website/CAU/Imagenes/candado_seguridad-2.gif	(from https://www.banesconline.com/Mantis/Website/CAU/Ayudas/sitio_seguro_banesconline.htm)
22:03:40	4891/4891	---M-Z	200	added ('OK')	text/css	etag:%2280892bc557bd31:0%22	https://www.banesconline.com/Mantis/WebSite/CAU/Imagenes/Banesco-iconos%20latin/StylesheetIcon.css	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/CAU/Imagenes/Banesco-iconos%20latin/StylesheetIcon-3.css	(from https://www.banesconline.com/Mantis/WebSite/CAU/inicio/LoginDNA.aspx?svc=mantis)
22:03:40	15981/15981	---M-Z	200	added ('OK')	text/css	etag:%220d7e973a757d91:0%22	https://www.banesconline.com/Mantis/WebSite/CAU/Includes/estilos.css	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/CAU/Includes/estilos-2.css	(from https://www.banesconline.com/Mantis/WebSite/CAU/inicio/LoginDNA.aspx?svc=mantis)
22:03:41	10121/10121	---M-Z	200	added ('OK')	application/javascript	etag:%2202ad0e5e729cb1:0%22	https://www.banesconline.com/Mantis/WebSite/CAU/Includes/scripts.js	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/CAU/Includes/scripts-2.js	(from https://www.banesconline.com/Mantis/WebSite/CAU/inicio/LoginDNA.aspx?svc=mantis)
22:03:41	3122/3122	---M-Z	200	added ('OK')	application/javascript	etag:%220fa379151cb1:0%22	https://www.banesconline.com/Mantis/WebSite/CAU/Includes/servicios_electronicos.js	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/CAU/Includes/servicios_electronicos-2.js	(from https://www.banesconline.com/Mantis/WebSite/CAU/inicio/LoginDNA.aspx?svc=mantis)
22:03:42	626/626	---M--	200	added ('OK')	application/javascript	etag:%22dd419a1b1eefd01:0%22	https://www.banesconline.com/Mantis/WebSite/CAU/Includes/TracePrint.js	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/CAU/Includes/TracePrint-2.js	(from https://www.banesconline.com/Mantis/WebSite/CAU/inicio/LoginDNA.aspx?svc=mantis)
22:03:42	35156/35156	---M-Z	200	added ('OK')	text/css	etag:%2209a3818ba6daf1:0%22	https://www.banesconline.com/Mantis/WebSite/CAU/Includes/sweet/sweetalert2.css	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/CAU/Includes/sweet/sweetalert2-2.css	(from https://www.banesconline.com/Mantis/WebSite/CAU/inicio/LoginDNA.aspx?svc=mantis)
22:03:42	97168/97168	---M-Z	200	added ('OK')	application/javascript	etag:%2201b495594acd61:0%22	https://www.banesconline.com/Mantis/WebSite/shared/jquery-1.12.4.min.js	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/shared/jquery-1.12.4.min-2.js	(from https://www.banesconline.com/Mantis/WebSite/CAU/inicio/LoginDNA.aspx?svc=mantis)
22:03:43	80268/80268	---M-Z	200	added ('OK')	application/javascript	etag:%2209a3818ba6daf1:0%22	https://www.banesconline.com/Mantis/WebSite/CAU/Includes/sweet/sweetalert2.js	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/CAU/Includes/sweet/sweetalert2-2.js	(from https://www.banesconline.com/Mantis/WebSite/CAU/inicio/LoginDNA.aspx?svc=mantis)
22:03:43	19147/19147	---M-Z	200	added ('OK')	text/css	etag:%220952adee39d21:0%22	https://www.banesconline.com/Mantis/WebSite/CAU/Includes/style01mantis.css	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/CAU/Includes/style01mantis-2.css	(from https://www.banesconline.com/Mantis/WebSite/CAU/inicio/LoginDNA.aspx?svc=mantis)
22:03:43	1383/1383	---M--	200	added ('OK')	text/css	etag:%22b84055982652d21:0%22	https://www.banesconline.com/Mantis/WebSite/CAU/Includes/style_menu01mantis.css	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/CAU/Includes/style_menu01mantis-2.css	(from https://www.banesconline.com/Mantis/WebSite/CAU/inicio/LoginDNA.aspx?svc=mantis)
22:03:44	1360/1360	---M--	200	added ('OK')	text/html	date:Sun,%2021%20Jan%202024%2002:03:42%20GMT	https://www.banesconline.com/Mantis/WebSite/CAU/Afiliacion/Contrato.aspx?svc=mantis	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/CAU/Afiliacion/Contratobe24-2.html	(from https://www.banesconline.com/Mantis/WebSite/CAU/inicio/LoginDNA.aspx?svc=mantis)
22:03:44	1129/1129	---M--	200	added ('OK')	text/html	etag:%2287b589b9557bd31:0%22	https://www.banesconline.com/Mantis/WebSite/CAU/Ayudas/usuario_banesconline.htm	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/CAU/Ayudas/usuario_banesconline-2.html	(from https://www.banesconline.com/Mantis/WebSite/CAU/inicio/LoginDNA.aspx?svc=mantis)
22:03:45	9790/9790	---M--	200	added ('OK')	text/html	date:Sun,%2021%20Jan%202024%2002:03:43%20GMT	https://www.banesconline.com/Mantis/WebSite/CAU/OlvidoUsrCla/AU_SelOlv.aspx?svc=mantis	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/CAU/OlvidoUsrCla/AU_SelOlvbe24-2.html	(from https://www.banesconline.com/Mantis/WebSite/CAU/inicio/LoginDNA.aspx?svc=mantis)
22:03:45	28031/28031	---M--	200	added ('OK')	image/png	etag:%2234f367ff2372d51:0%22	https://www.banesconline.com/Mantis/WebSite/Images/logo.png	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/WebSite/Images/logo-2.png	(from https://www.banesconline.com/Mantis/WebSite/CAU/inicio/LoginDNA.aspx?svc=mantis)
22:03:46	46/46	---M--	200	added ('OK')	image/gif	etag:%228432e4c2557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/vineta_amarilla.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/vineta_amarilla.gif	(from https://www.banesconline.com/mantis/Website/CAU/Includes/eestilos.css)
22:03:46	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jan%202024%2002:03:44%20GMT	https://www.banesconline.com/mantis/Website/CAU/imagen/general/backg_tit_verde.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/imagen/general/backg_tit_verde.62.delayed	(from https://www.banesconline.com/mantis/Website/CAU/Includes/eestilos.css)
22:03:46	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jan%202024%2002:03:45%20GMT	https://www.banesconline.com/mantis/Website/CAU/imagen/general/backg_tit_amarillo.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/imagen/general/backg_tit_amarillo.63.delayed	(from https://www.banesconline.com/mantis/Website/CAU/Includes/eestilos.css)
22:03:47	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jan%202024%2002:03:45%20GMT	https://www.banesconline.com/mantis/Website/CAU/imagen/general/backg_tit_violeta.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/imagen/general/backg_tit_violeta.64.delayed	(from https://www.banesconline.com/mantis/Website/CAU/Includes/eestilos.css)
22:03:47	45/45	---M--	200	added ('OK')	image/gif	etag:%226c5362be557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/backg_tit_verde_ayuda.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/backg_tit_verde_ayuda.gif	(from https://www.banesconline.com/mantis/Website/CAU/Includes/eestilos.css)
22:03:48	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jan%202024%2002:03:47%20GMT	https://www.banesconline.com/mantis/Website/CAU/imagen/general/flecha_amarilla.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/imagen/general/flecha_amarilla.66.delayed	(from https://www.banesconline.com/mantis/Website/CAU/Includes/eestilos.css)
22:03:48	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jan%202024%2002:03:47%20GMT	https://www.banesconline.com/mantis/Website/CAU/imagen/general/vineta_amarilla.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/imagen/general/vineta_amarilla.67.delayed	(from https://www.banesconline.com/mantis/Website/CAU/Includes/eestilos.css)
22:03:49	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jan%202024%2002:03:47%20GMT	https://www.banesconline.com/mantis/Website/CAU/imagen/general/backg_tit_azul.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/imagen/general/backg_tit_azul.68.delayed	(from https://www.banesconline.com/mantis/Website/CAU/Includes/eestilos.css)
22:03:49	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jan%202024%2002:03:48%20GMT	https://www.banesconline.com/mantis/Website/CAU/imagen/general/curva_violeta.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/imagen/general/curva_violeta.69.delayed	(from https://www.banesconline.com/mantis/Website/CAU/Includes/eestilos.css)
22:03:49	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jan%202024%2002:03:48%20GMT	https://www.banesconline.com/mantis/Website/CAU/imagen/general/bullet_banca_privada.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/imagen/general/bullet_banca_privada.6a.delayed	(from https://www.banesconline.com/mantis/Website/CAU/Includes/eestilos.css)
22:03:50	19122/19122	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e845eabc557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/fonts/banesco-iconos.eot	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/fonts/banesco-iconos.eot	(from https://www.banesconline.com/mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/StylesheetIcon.css)
22:03:50	19122/19122	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22e845eabc557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/fonts/banesco-iconos.eot?	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/fonts/banesco-iconosd41d.eot	(from https://www.banesconline.com/mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/StylesheetIcon.css)
22:03:51	12088/12088	---M--	200	added ('OK')	font/x-woff	etag:%22fd1dedbc557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/fonts/banesco-iconos.woff	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/fonts/banesco-iconos.woff	(from https://www.banesconline.com/mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/StylesheetIcon.css)
22:03:51	18932/18932	---M--	200	added ('OK')	application/octet-stream	etag:%22dea4ebbc557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/fonts/banesco-iconos.ttf	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/fonts/banesco-iconos.ttf	(from https://www.banesconline.com/mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/StylesheetIcon.css)
22:03:51	45689/45689	---M--	200	added ('OK')	image/svg+xml	etag:%22f52febbc557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/fonts/banesco-iconos.svg	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/fonts/banesco-iconos.svg	(from https://www.banesconline.com/mantis/Website/CAU/Imagenes/Banesco-iconos%20latin/StylesheetIcon.css)
22:03:52	60/60	---M--	200	added ('OK')	image/gif	etag:%227bfadbf557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/generales/img_triangulo-up.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/generales/img_triangulo-up.gif	(from https://www.banesconline.com/mantis/Website/CAU/Includes/estilos.css)
22:03:52	59/59	---M--	200	added ('OK')	image/gif	etag:%22fbf89bbf557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/generales/img_triangulo-down.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/generales/img_triangulo-down.gif	(from https://www.banesconline.com/mantis/Website/CAU/Includes/estilos.css)
22:03:53	44/44	---M--	200	added ('OK')	image/gif	etag:%2292f697be557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/generales/cudrado-azul.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/generales/cudrado-azul.gif	(from https://www.banesconline.com/mantis/Website/CAU/Includes/estilos.css)
22:03:53	44/44	---M--	200	added ('OK')	image/gif	etag:%2292f697be557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/generales/cudrado-blanco.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/generales/cudrado-blanco.gif	(from https://www.banesconline.com/mantis/Website/CAU/Includes/estilos.css)
22:03:54	57/57	---M--	200	added ('OK')	image/gif	etag:%22e8a58fbe557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/generales/bulet.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/generales/bulet.gif	(from https://www.banesconline.com/mantis/Website/CAU/Includes/estilos.css)
22:03:54	600/600	---M--	200	added ('OK')	image/gif	etag:%2250cbec0557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/generales/interrogacion_up.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/generales/interrogacion_up.gif	(from https://www.banesconline.com/mantis/Website/CAU/Includes/estilos.css)
22:03:54	374/374	---M--	200	added ('OK')	image/gif	etag:%22c41cccbf557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/generales/interrogacion1.1.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/generales/interrogacion1.1.gif	(from https://www.banesconline.com/mantis/Website/CAU/Includes/estilos.css)
22:03:55	6928/6928	---M--	200	added ('OK')	image/png	etag:%22c4dfaa7d334dd91:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/generales/visible.png	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/generales/visible.png	(from https://www.banesconline.com/mantis/Website/CAU/Includes/estilos.css)
22:03:55	7738/7738	---M--	200	added ('OK')	image/png	etag:%221f9af58a334dd91:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/generales/visible-0.png	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/generales/visible-0.png	(from https://www.banesconline.com/mantis/Website/CAU/Includes/estilos.css)
22:03:56	97/97	---M--	200	added ('OK')	image/gif	etag:%22ff2e99be557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/imagenes/generales/icono_vineta_roja.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/imagenes/generales/icono_vineta_roja.gif	(from https://www.banesconline.com/mantis/Website/CAU/Includes/estilos.css)
22:03:56	60/60	---M--	200	added ('OK')	image/gif	etag:%225688bbf557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/imagenes/generales/img_right.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/imagenes/generales/img_right.gif	(from https://www.banesconline.com/mantis/Website/CAU/Includes/style01mantis.css)
22:03:56	26984/26984	---M--	200	added ('OK')	text/html	etag:%22da2d4cf698e1d91:0%22	https://www.banesconline.com/mantis/Website/CAU/Afiliacion/Contrato_mantis.htm?con=1	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Afiliacion/Contrato_mantiseb78.html	(from https://www.banesconline.com/mantis/Website/CAU/Afiliacion/Contrato.aspx?svc=mantis)
22:03:57	9892/9892	---M--	200	added ('OK')	text/css	etag:%221ccffe83f914d21:0%22	https://www.banesconline.com/mantis/Website/CAU/Includes/style.css	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Includes/style.css	(from https://www.banesconline.com/mantis/Website/CAU/OlvidoUsrCla/AU_SelOlv.aspx?svc=mantis)
22:03:57	31891/31891	---M--	200	added ('OK')	text/css	etag:%22acb1671360e9d21:0%22	https://www.banesconline.com/mantis/Website/CAU/includes/style01sif.css	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/includes/style01sif.css	(from https://www.banesconline.com/mantis/Website/CAU/OlvidoUsrCla/AU_SelOlv.aspx?svc=mantis)
22:03:58	60/60	---M--	200	added ('OK')	image/gif	etag:%225688bbf557bd31:0%22	https://www.banesconline.com/mantis/Website/CAU/Imagenes/Generales/img_right.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Imagenes/Generales/img_right-2.gif	(from https://www.banesconline.com/mantis/Website/CAU/OlvidoUsrCla/AU_SelOlv.aspx?svc=mantis)
22:03:58	168/168	---M--	302	error ('Found')	text/html	date:Sun,%2021%20Jan%202024%2002:03:57%20GMT	https://www.banesconline.com/mantis/Website/CAU/Inicio/Inicio.aspx?svc=mantis	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/mantis/Website/CAU/Inicio/Inicio.7fbe24.delayed	(from https://www.banesconline.com/mantis/Website/CAU/OlvidoUsrCla/AU_SelOlv.aspx?svc=mantis)
22:03:59	46/46	---M--	200	added ('OK')	image/gif	etag:%228432e4c2557bd31:0%22	https://www.banesconline.com/Mantis/Website/CAU/Imagenes/vineta_amarilla.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/Website/CAU/Imagenes/vineta_amarilla-2.gif	(from https://www.banesconline.com/Mantis/Website/CAU/Includes/eestilos.css)
22:03:59	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jan%202024%2002:03:58%20GMT	https://www.banesconline.com/Mantis/Website/CAU/imagen/general/backg_tit_verde.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/Website/CAU/imagen/general/backg_tit_verde.81.delayed	(from https://www.banesconline.com/Mantis/Website/CAU/Includes/eestilos.css)
22:03:59	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jan%202024%2002:03:58%20GMT	https://www.banesconline.com/Mantis/Website/CAU/imagen/general/backg_tit_amarillo.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/Website/CAU/imagen/general/backg_tit_amarillo.82.delayed	(from https://www.banesconline.com/Mantis/Website/CAU/Includes/eestilos.css)
22:04:00	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jan%202024%2002:03:59%20GMT	https://www.banesconline.com/Mantis/Website/CAU/imagen/general/backg_tit_violeta.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/Website/CAU/imagen/general/backg_tit_violeta.83.delayed	(from https://www.banesconline.com/Mantis/Website/CAU/Includes/eestilos.css)
22:04:00	45/45	---M--	200	added ('OK')	image/gif	etag:%226c5362be557bd31:0%22	https://www.banesconline.com/Mantis/Website/CAU/Imagenes/backg_tit_verde_ayuda.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/Website/CAU/Imagenes/backg_tit_verde_ayuda-2.gif	(from https://www.banesconline.com/Mantis/Website/CAU/Includes/eestilos.css)
22:04:01	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2021%20Jan%202024%2002:03:59%20GMT	https://www.banesconline.com/Mantis/Website/CAU/imagen/general/flecha_amarilla.gif	C:/proyectos/banesco_scrap/banesco/www.banesconline.com/Mantis/Website/CAU/imagen/general/flecha_amarilla.85.delayed	(from https://www.banesconline.com/Mantis/Website/CAU/Includes/eestilos.css)
